Entity,Confirmed,Deaths,DaysSince100,Population,Population60Plus,PopulationDensity,GDP,GDPPerCapita,PhysiciansPer1000,BedsPer10000,CTPerMillion,CO2PerCapita,PopulationMedianAge,Obesity,Smoking,RaisedBloodPressure,GeographicRegion,Fatality,PhysicianOverload,BedOverload,CTOverload
Morocco,2.681241237375587,1.4313637641589874,0.9030899869919435,1.5619571976646633,11.4371,1.9123299522837753,5.040242256471788,3.4871383754771865,-0.1549019599857432,1.0413926851582251,0.08278537031645007,0.2304489213782739,26.7,17.3,28.85,35.8,Northern Africa,0.054279749478079335,1.273280275735643,0.07698563059167478,1.0355929454334498
Netherlands,4.03610966706058,2.887617300335736,1.380211241711606,1.2329224518655222,26.0631,2.705035626522577,5.919377809097961,4.688010252991739,0.5440680443502757,1.6720978579357175,1.0874264570362855,0.9956351945975499,41.47,16.2,20.5,23.2,Western Europe,0.07095527332965212,2.259079204481904,1.1310493908964625,1.7157207917958943
New Zealand,2.711807229041191,0.3010299956639812,0.9030899869919435,0.679709460736944,21.7338,1.2592377930233218,5.305445957943318,4.63281146723474,0.47712125471966244,1.3617278360175928,1.1986570869544226,0.8864907251724818,36.85,27.0,,18.9,Australia and New Zealand,0.0019455252918287938,1.5541324035386694,0.6695258222407389,0.8325965713039091
Nigeria,2.0492180226701815,0.3010299956639812,0.0,2.303117401944299,4.5025,2.34370865555882,5.574922104783855,3.2942457161381182,-0.3979400086720376,0.6989700043360189,,-0.2218487496163564,17.84,7.1,12.25,40.0,Sub-Saharan Africa,0.009009009009009009,0.14014558551439593,-0.9567644274936604,
North Macedonia,2.4149733479708178,0.8450980400142568,0.9030899869919435,0.3187935047932968,20.2682,1.9170399821324056,4.052309099647323,3.733598460961339,0.4623979978989561,,,,,,,,Southern Europe,0.023166023166023165,1.632108261388999,,
Norway,3.631950826259217,1.414973347970818,1.380211241711606,0.730693470317932,22.9632,1.1680788977645984,5.6014841695732285,4.876766137628234,0.6627578316815741,1.5185139398778875,,0.9637878273455552,38.88,19.8,14.55,28.0,Northern Europe,0.005835667600373483,2.2383981601603122,1.3826420519639986,
Oman,2.225309281725863,0.0,0.6020599913279624,0.6967930850817442,4.1578,1.2061320694496573,4.849935100952567,4.183753705592957,0.3010299956639812,1.255272505103306,0.8375884382355113,1.1583624920952498,25.88,22.0,16.05,30.5,Western Asia,0.0,1.2248933904018577,0.2706508809625329,0.6883349478303277
Pakistan,3.2035767749779724,1.1760912590556813,1.146128035678238,2.335588871376175,6.6394,2.4486021385558554,5.48020678747654,3.185825359612962,0.0,0.7781512503836436,-0.4814860601221125,-0.045757490560675115,22.23,5.9,23.95,28.4,Southern Asia,0.008766437069505322,0.8677160447623075,0.0895647943786639,1.34920210488442
Panama,2.9552065375419416,1.255272505103306,1.0413926851582251,0.6280209011843415,11.9273,1.7568026445978124,4.791255434936629,4.1786316753932535,0.2041199826559248,1.3424226808222062,0.9813655090785445,0.36172783601759284,27.64,25.8,3.9,28.2,Latin America and the Caribbean,0.018867924528301886,2.1225839071387966,0.9842812089725153,1.345338380716177
Peru,2.930949031167523,1.2787536009528289,1.1139433523068367,1.5120236488431313,12.0793,1.4048131982857104,5.325111146047099,3.8176975547630243,0.11394335230683679,1.1760912590556813,,0.3010299956639812,26.16,16.5,,22.8,Latin America and the Caribbean,0.02112676056338028,1.304472593616732,0.24232468686788758,
Philippines,3.151982395457474,1.8573324964312685,1.2041199826559248,2.0338923797527704,8.341000000000001,2.5594285183928975,5.4963691296191595,3.4755259150392805,0.11394335230683679,0.6989700043360189,0.037426497940623665,0.04139268515822508,22.74,6.4,21.05,26.2,South-eastern Asia,0.05007052186177715,1.0038404987874405,0.41881384675825856,1.0803573531536537
Poland,3.2702128548962426,1.3617278360175928,1.2041199826559248,1.578499388183432,25.4113,2.0924511441501656,5.721160747729842,4.139438274158168,0.38021124171160603,1.8260748027008264,1.0253058652647702,0.8692317197309762,38.55,23.2,21.9,37.2,Eastern Europe,0.011815252416756176,1.3112690467502859,-0.1345945142389345,0.6661744231971217
Portugal,3.7754648093457392,2.0791812460476247,1.2304489213782739,1.0097142822343474,28.8549,2.047865728963803,5.2901259149630295,4.276047993296864,0.5185139398778874,1.5185139398778875,1.4382258076045293,0.6334684555795865,41.81,21.6,21.1,29.3,Southern Europe,0.019959745051995974,2.247163749584377,1.2471637495843768,1.327451881857735
Qatar,2.8027737252919755,0.3010299956639812,1.2787536009528289,0.4521085840041175,3.2577,2.3872712691230342,5.224286970380293,4.802814759052481,-inf,1.0791812460476249,0.919078092376074,1.6963563887333322,31.64,33.1,,32.6,Western Asia,0.0015772870662460567,inf,1.2707994278299903,1.4309025815015413
Romania,3.2591158441850663,1.6434526764861874,1.2041199826559248,1.2870085305197814,25.6933,1.9249586321215475,5.325934157667235,4.0319333402756055,0.36172783601759284,1.8195439355418688,0.7355988996981799,0.5563025007672873,39.09,17.7,24.950000000000006,36.0,Eastern Europe,0.023691460055096418,1.610140262834757,0.15232416331048118,1.2362691991541699
Russian Federation,3.1861083798132053,0.9542425094393249,1.1139433523068367,2.1639728306235857,21.9565,0.9497412039628632,6.197975975198758,4.039652023581924,0.6020599913279624,1.9867717342662448,,1.0755469613925308,38.22,24.9,39.3,34.4,Eastern Europe,0.005215123859191656,0.41979253766141417,-0.9649192052768683,
San Marino,2.3521825181113627,1.3617278360175928,1.1760912590556813,-1.469800301796918,24.0856,2.7515356777369107,3.2278867046136734,4.704047509886261,0.785329835010767,,1.5024271199844328,,,,,,Southern Europe,0.09821428571428571,3.0347184851203135,,2.317621200146648
Saudi Arabia,3.113943352306837,0.9542425094393249,1.2041199826559248,1.5348950949177544,5.6917,1.202518286159672,5.834946244339366,4.3172482684453195,0.38021124171160603,1.3424226808222062,0.5820633629117087,1.290034611362518,27.03,35.2,19.05,31.2,Western Asia,0.006158583525789068,1.1985028144436674,0.2362913753330671,0.9966506932435647
Senegal,2.155336037465062,0.0,0.6020599913279624,1.2120916760105642,4.7973,1.9275920738318433,4.324817275453828,3.1248301494138593,-1.0,0.47712125471966244,-0.4559319556497244,-0.2218487496163564,18.01,8.0,14.6,36.1,Sub-Saharan Africa,0.0,1.9401966683724923,0.4630754136528299,1.3961286240222168
Serbia,2.870403905279027,1.146128035678238,1.0413926851582251,0.9431085247275797,25.1863,2.001300933020418,4.6189889203649335,3.7717344253867693,0.4913616938342727,1.7323937598229686,1.1357685145678222,0.6334684555795865,38.38,23.0,38.4,38.1,Southern Europe,0.017543859649122806,1.4353479894174757,0.19431592342877996,0.7909411686839262
Singapore,2.926856708949692,0.6020599913279624,1.4771212547196624,0.7637498512118531,19.863,3.9186545796355845,5.510412288837011,4.75386636850794,0.36172783601759284,1.4913616938342726,0.9479236198317263,1.0086001717619175,37.88,6.4,16.75,21.4,South-eastern Asia,0.0035545023696682463,1.800864759396209,0.6712309015795292,1.2146689755820756
