"Country or Area","Year(s)","GENDER","Value","Value Footnotes"
"Afghanistan","2008","Male","27.2 [14.7-41.5]",""
"Afghanistan","2008","Female","27.9 [15.0-41.6]",""
"Afghanistan","2008","Both sexes","27.6 [18.6-37.3]",""
"Afghanistan","2008","Male","27.2 [14.7-41.5]","1"
"Afghanistan","2008","Female","27.9 [15.0-41.6]","1"
"Afghanistan","2008","Both sexes","27.6 [18.6-37.3]","1"
"Albania","2008","Both sexes","35.4 [26.5-44.6]",""
"Albania","2008","Female","31.7 [20.1-44.6]",""
"Albania","2008","Male","39.3 [25.7-53.2]",""
"Albania","2008","Both sexes","35.4 [26.5-44.6]",""
"Albania","2008","Female","31.7 [20.1-44.6]",""
"Albania","2008","Male","39.3 [25.7-53.2]",""
"Algeria","2008","Male","33.9 [23.5-45.6]",""
"Algeria","2008","Female","33.2 [22.6-44.1]",""
"Algeria","2008","Both sexes","33.6 [25.9-41.5]",""
"Algeria","2008","Male","33.9 [23.5-45.6]",""
"Algeria","2008","Female","33.2 [22.6-44.1]",""
"Algeria","2008","Both sexes","33.6 [25.9-41.5]",""
"Andorra","2008","Both sexes","23.2 [15.6-31.6]","1"
"Andorra","2008","Female","17.5 [8.8-28.8]","1"
"Andorra","2008","Male","29.2 [17.5-42.2]","1"
"Andorra","2008","Both sexes","23.2 [15.6-31.6]",""
"Andorra","2008","Female","17.5 [8.8-28.8]",""
"Andorra","2008","Male","29.2 [17.5-42.2]",""
"Angola","2008","Male","39.6 [24.5-54.5]",""
"Angola","2008","Female","33.8 [20.1-47.4]",""
"Angola","2008","Both sexes","36.7 [26.3-46.6]",""
"Angola","2008","Male","39.6 [24.5-54.5]","1"
"Angola","2008","Female","33.8 [20.1-47.4]","1"
"Angola","2008","Both sexes","36.7 [26.3-46.6]","1"
"Antigua and Barbuda","2008","Both sexes","32.9 [23.3-42.6]","1"
"Antigua and Barbuda","2008","Female","27.5 [15.1-41.3]","1"
"Antigua and Barbuda","2008","Male","38.5 [23.9-53.2]","1"
"Antigua and Barbuda","2008","Both sexes","32.9 [23.3-42.6]",""
"Antigua and Barbuda","2008","Female","27.5 [15.1-41.3]",""
"Antigua and Barbuda","2008","Male","38.5 [23.9-53.2]",""
"Argentina","2008","Male","31.0 [18.5-45.4]",""
"Argentina","2008","Female","17.9 [9.4-29.9]",""
"Argentina","2008","Both sexes","24.1 [16.1-32.8]",""
"Argentina","2008","Male","31.0 [18.5-45.4]",""
"Argentina","2008","Female","17.9 [9.4-29.9]",""
"Argentina","2008","Both sexes","24.1 [16.1-32.8]",""
"Armenia","2008","Both sexes","39.3 [32.3-46.1]",""
"Armenia","2008","Female","37.0 [28.0-46.0]",""
"Armenia","2008","Male","42.1 [31.5-52.8]",""
"Armenia","2008","Both sexes","39.3 [32.3-46.1]",""
"Armenia","2008","Female","37.0 [28.0-46.0]",""
"Armenia","2008","Male","42.1 [31.5-52.8]",""
"Australia","2008","Male","22.8 [15.0-31.0]",""
"Australia","2008","Female","13.7 [8.7-19.4]",""
"Australia","2008","Both sexes","18.2 [13.7-23.3]",""
"Australia","2008","Male","22.8 [15.0-31.0]",""
"Australia","2008","Female","13.7 [8.7-19.4]",""
"Australia","2008","Both sexes","18.2 [13.7-23.3]",""
"Austria","2008","Both sexes","24.3 [17.0-32.5]",""
"Austria","2008","Female","19.8 [11.1-30.7]",""
"Austria","2008","Male","28.7 [17.7-41.2]",""
"Austria","2008","Both sexes","24.3 [17.0-32.5]",""
"Austria","2008","Female","19.8 [11.1-30.7]",""
"Austria","2008","Male","28.7 [17.7-41.2]",""
"Azerbaijan","2008","Male","36.6 [26.9-46.6]",""
"Azerbaijan","2008","Female","30.9 [22.4-39.6]",""
"Azerbaijan","2008","Both sexes","33.6 [27.2-40.2]",""
"Azerbaijan","2008","Male","36.6 [26.9-46.6]",""
"Azerbaijan","2008","Female","30.9 [22.4-39.6]",""
"Azerbaijan","2008","Both sexes","33.6 [27.2-40.2]",""
"Bahamas","2008","Both sexes","31.3 [22.3-40.7]","1"
"Bahamas","2008","Female","25.6 [14.2-38.4]","1"
"Bahamas","2008","Male","37.6 [23.7-52.2]","1"
"Bahamas","2008","Both sexes","31.3 [22.3-40.7]",""
"Bahamas","2008","Female","25.6 [14.2-38.4]",""
"Bahamas","2008","Male","37.6 [23.7-52.2]",""
"Bahrain","2008","Male","34.5 [22.7-46.9]",""
"Bahrain","2008","Female","32.9 [21.9-44.4]",""
"Bahrain","2008","Both sexes","33.9 [25.7-42.8]",""
"Bahrain","2008","Male","34.5 [22.7-46.9]",""
"Bahrain","2008","Female","32.9 [21.9-44.4]",""
"Bahrain","2008","Both sexes","33.9 [25.7-42.8]",""
"Bangladesh","2008","Both sexes","27.7 [18.8-37.6]","1"
"Bangladesh","2008","Female","27.9 [15.7-41.4]","1"
"Bangladesh","2008","Male","27.4 [14.8-41.9]","1"
"Bangladesh","2008","Both sexes","27.7 [18.8-37.6]",""
"Bangladesh","2008","Female","27.9 [15.7-41.4]",""
"Bangladesh","2008","Male","27.4 [14.8-41.9]",""
"Barbados","2008","Male","35.4 [23.9-47.7]",""
"Barbados","2008","Female","29.1 [19.6-39.5]",""
"Barbados","2008","Both sexes","32.2 [24.8-40.3]",""
"Barbados","2008","Male","35.4 [23.9-47.7]",""
"Barbados","2008","Female","29.1 [19.6-39.5]",""
"Barbados","2008","Both sexes","32.2 [24.8-40.3]",""
"Belarus","2008","Both sexes","38.2 [28.3-48.3]",""
"Belarus","2008","Female","32.9 [19.6-46.9]",""
"Belarus","2008","Male","44.3 [30.5-58.4]",""
"Belarus","2008","Both sexes","38.2 [28.3-48.3]",""
"Belarus","2008","Female","32.9 [19.6-46.9]",""
"Belarus","2008","Male","44.3 [30.5-58.4]",""
"Belgium","2008","Male","24.6 [15.7-35.4]",""
"Belgium","2008","Female","16.8 [9.8-26.4]",""
"Belgium","2008","Both sexes","20.7 [15.0-27.4]",""
"Belgium","2008","Male","24.6 [15.7-35.4]",""
"Belgium","2008","Female","16.8 [9.8-26.4]",""
"Belgium","2008","Both sexes","20.7 [15.0-27.4]",""
"Belize","2008","Both sexes","26.3 [20.3-32.8]",""
"Belize","2008","Female","22.4 [14.9-30.9]",""
"Belize","2008","Male","30.2 [20.8-40.8]",""
"Belize","2008","Both sexes","26.3 [20.3-32.8]",""
"Belize","2008","Female","22.4 [14.9-30.9]",""
"Belize","2008","Male","30.2 [20.8-40.8]",""
"Benin","2008","Male","38.1 [29.7-46.5]",""
"Benin","2008","Female","34.1 [26.7-41.4]",""
"Benin","2008","Both sexes","36.2 [30.6-41.7]",""
"Benin","2008","Male","38.1 [29.7-46.5]",""
"Benin","2008","Female","34.1 [26.7-41.4]",""
"Benin","2008","Both sexes","36.2 [30.6-41.7]",""
"Bhutan","2008","Both sexes","28.1 [20.8-36.2]",""
"Bhutan","2008","Female","26.9 [17.1-37.7]",""
"Bhutan","2008","Male","29.0 [18.4-41.0]",""
"Bhutan","2008","Both sexes","28.1 [20.8-36.2]",""
"Bhutan","2008","Female","26.9 [17.1-37.7]",""
"Bhutan","2008","Male","29.0 [18.4-41.0]",""
"Bolivia (Plurinational State of)","2008","Male","30.7 [16.9-46.5]",""
"Bolivia (Plurinational State of)","2008","Female","23.5 [11.8-36.9]",""
"Bolivia (Plurinational State of)","2008","Both sexes","27.0 [17.7-37.2]",""
"Bolivia (Plurinational State of)","2008","Male","30.7 [16.9-46.5]","1"
"Bolivia (Plurinational State of)","2008","Female","23.5 [11.8-36.9]","1"
"Bolivia (Plurinational State of)","2008","Both sexes","27.0 [17.7-37.2]","1"
"Bosnia and Herzegovina","2008","Both sexes","38.7 [30.9-46.3]",""
"Bosnia and Herzegovina","2008","Female","38.4 [28.2-48.1]",""
"Bosnia and Herzegovina","2008","Male","38.7 [27.0-50.5]",""
"Bosnia and Herzegovina","2008","Both sexes","38.7 [30.9-46.3]",""
"Bosnia and Herzegovina","2008","Female","38.4 [28.2-48.1]",""
"Bosnia and Herzegovina","2008","Male","38.7 [27.0-50.5]",""
"Botswana","2008","Male","39.1 [30.3-48.2]",""
"Botswana","2008","Female","37.9 [29.8-45.6]",""
"Botswana","2008","Both sexes","38.8 [32.9-44.7]",""
"Botswana","2008","Male","39.1 [30.3-48.2]",""
"Botswana","2008","Female","37.9 [29.8-45.6]",""
"Botswana","2008","Both sexes","38.8 [32.9-44.7]",""
"Brazil","2008","Both sexes","32.7 [27.8-37.8]",""
"Brazil","2008","Female","26.6 [20.4-33.1]",""
"Brazil","2008","Male","39.4 [31.5-47.7]",""
"Brazil","2008","Both sexes","32.7 [27.8-37.8]",""
"Brazil","2008","Female","26.6 [20.4-33.1]",""
"Brazil","2008","Male","39.4 [31.5-47.7]",""
"Brunei Darussalam","2008","Male","23.6 [12.8-37.2]",""
"Brunei Darussalam","2008","Female","16.9 [8.1-28.4]",""
"Brunei Darussalam","2008","Both sexes","20.5 [13.1-28.9]",""
"Brunei Darussalam","2008","Male","23.6 [12.8-37.2]","1"
"Brunei Darussalam","2008","Female","16.9 [8.1-28.4]","1"
"Brunei Darussalam","2008","Both sexes","20.5 [13.1-28.9]","1"
"Bulgaria","2008","Both sexes","35.5 [27.0-43.9]",""
"Bulgaria","2008","Female","31.2 [19.6-42.9]",""
"Bulgaria","2008","Male","40.0 [28.3-52.0]",""
"Bulgaria","2008","Both sexes","35.5 [27.0-43.9]",""
"Bulgaria","2008","Female","31.2 [19.6-42.9]",""
"Bulgaria","2008","Male","40.0 [28.3-52.0]",""
"Burkina Faso","2008","Male","36.7 [23.2-51.0]",""
"Burkina Faso","2008","Female","35.2 [22.4-48.1]",""
"Burkina Faso","2008","Both sexes","36.1 [26.7-45.8]",""
"Burkina Faso","2008","Male","36.7 [23.2-51.0]","1"
"Burkina Faso","2008","Female","35.2 [22.4-48.1]","1"
"Burkina Faso","2008","Both sexes","36.1 [26.7-45.8]","1"
"Burundi","2008","Both sexes","40.9 [30.5-51.3]","1"
"Burundi","2008","Female","39.5 [25.2-53.8]","1"
"Burundi","2008","Male","42.2 [26.5-58.0]","1"
"Burundi","2008","Both sexes","40.9 [30.5-51.3]",""
"Burundi","2008","Female","39.5 [25.2-53.8]",""
"Burundi","2008","Male","42.2 [26.5-58.0]",""
"Cabo Verde","2008","Female","38.4 [30.3-46.4]",""
"Cabo Verde","2008","Both sexes","42.8 [36.4-49.0]",""
"Cabo Verde","2008","Male","47.7 [37.8-57.2]",""
"Cabo Verde","2008","Female","38.4 [30.3-46.4]",""
"Cabo Verde","2008","Both sexes","42.8 [36.4-49.0]",""
"Cabo Verde","2008","Male","47.7 [37.8-57.2]",""
"Cambodia","2008","Male","22.5 [15.9-30.0]",""
"Cambodia","2008","Female","16.8 [11.4-23.4]",""
"Cambodia","2008","Both sexes","19.4 [15.1-24.2]",""
"Cambodia","2008","Male","22.5 [15.9-30.0]",""
"Cambodia","2008","Female","16.8 [11.4-23.4]",""
"Cambodia","2008","Both sexes","19.4 [15.1-24.2]",""
"Cameroon","2008","Both sexes","32.7 [25.9-39.9]",""
"Cameroon","2008","Female","29.8 [20.9-39.6]",""
"Cameroon","2008","Male","35.6 [25.2-46.7]",""
"Cameroon","2008","Both sexes","32.7 [25.9-39.9]",""
"Cameroon","2008","Female","29.8 [20.9-39.6]",""
"Cameroon","2008","Male","35.6 [25.2-46.7]",""
"Canada","2008","Male","17.4 [11.0-25.1]",""
"Canada","2008","Female","13.2 [7.7-20.1]",""
"Canada","2008","Both sexes","15.3 [10.9-20.5]",""
"Canada","2008","Male","17.4 [11.0-25.1]",""
"Canada","2008","Female","13.2 [7.7-20.1]",""
"Canada","2008","Both sexes","15.3 [10.9-20.5]",""
"Central African Republic","2008","Both sexes","36.8 [26.5-47.3]","1"
"Central African Republic","2008","Female","34.5 [20.8-48.5]","1"
"Central African Republic","2008","Male","39.1 [23.9-55.0]","1"
"Central African Republic","2008","Both sexes","36.8 [26.5-47.3]",""
"Central African Republic","2008","Female","34.5 [20.8-48.5]",""
"Central African Republic","2008","Male","39.1 [23.9-55.0]",""
"Chad","2008","Male","35.5 [24.3-46.9]",""
"Chad","2008","Female","31.3 [20.9-41.6]",""
"Chad","2008","Both sexes","33.4 [25.7-41.1]",""
"Chad","2008","Male","35.5 [24.3-46.9]",""
"Chad","2008","Female","31.3 [20.9-41.6]",""
"Chad","2008","Both sexes","33.4 [25.7-41.1]",""
"Chile","2008","Both sexes","33.3 [26.0-40.9]",""
"Chile","2008","Female","27.4 [18.9-37.0]",""
"Chile","2008","Male","39.4 [27.9-51.4]",""
"Chile","2008","Both sexes","33.3 [26.0-40.9]",""
"Chile","2008","Female","27.4 [18.9-37.0]",""
"Chile","2008","Male","39.4 [27.9-51.4]",""
"China","2008","Male","29.8 [24.8-34.9]",""
"China","2008","Female","25.6 [21.4-30.1]",""
"China","2008","Both sexes","27.8 [24.5-31.2]",""
"China","2008","Male","29.8 [24.8-34.9]",""
"China","2008","Female","25.6 [21.4-30.1]",""
"China","2008","Both sexes","27.8 [24.5-31.2]",""
"Colombia","2008","Both sexes","30.2 [24.9-35.5]",""
"Colombia","2008","Female","26.5 [20.0-33.4]",""
"Colombia","2008","Male","34.3 [26.2-42.8]",""
"Colombia","2008","Both sexes","30.2 [24.9-35.5]",""
"Colombia","2008","Female","26.5 [20.0-33.4]",""
"Colombia","2008","Male","34.3 [26.2-42.8]",""
"Comoros","2008","Male","40.8 [25.9-55.4]",""
"Comoros","2008","Female","36.5 [23.3-49.3]",""
"Comoros","2008","Both sexes","38.7 [28.7-48.6]",""
"Comoros","2008","Male","40.8 [25.9-55.4]","1"
"Comoros","2008","Female","36.5 [23.3-49.3]","1"
"Comoros","2008","Both sexes","38.7 [28.7-48.6]","1"
"Congo","2008","Both sexes","38.2 [29.2-46.9]",""
"Congo","2008","Female","36.1 [24.3-47.8]",""
"Congo","2008","Male","40.3 [27.2-53.4]",""
"Congo","2008","Both sexes","38.2 [29.2-46.9]",""
"Congo","2008","Female","36.1 [24.3-47.8]",""
"Congo","2008","Male","40.3 [27.2-53.4]",""
"Cook Islands","2008","Male","40.1 [27.7-53.1]",""
"Cook Islands","2008","Female","28.1 [18.5-38.8]",""
"Cook Islands","2008","Both sexes","34.2 [26.1-42.3]",""
"Cook Islands","2008","Male","40.1 [27.7-53.1]",""
"Cook Islands","2008","Female","28.1 [18.5-38.8]",""
"Cook Islands","2008","Both sexes","34.2 [26.1-42.3]",""
"Costa Rica","2008","Both sexes","27.2 [19.6-35.2]",""
"Costa Rica","2008","Female","22.5 [13.6-32.5]",""
"Costa Rica","2008","Male","31.6 [19.7-44.5]",""
"Costa Rica","2008","Both sexes","27.2 [19.6-35.2]",""
"Costa Rica","2008","Female","22.5 [13.6-32.5]",""
"Costa Rica","2008","Male","31.6 [19.7-44.5]",""
"Côte d’Ivoire","2008","Male","41.6 [30.1-53.3]",""
"Côte d’Ivoire","2008","Female","35.7 [25.2-46.6]",""
"Côte d’Ivoire","2008","Both sexes","38.8 [30.8-46.8]",""
"Côte d’Ivoire","2008","Male","41.6 [30.1-53.3]",""
"Côte d’Ivoire","2008","Female","35.7 [25.2-46.6]",""
"Côte d’Ivoire","2008","Both sexes","38.8 [30.8-46.8]",""
"Croatia","2008","Both sexes","38.3 [30.0-46.4]",""
"Croatia","2008","Female","34.2 [23.3-45.1]",""
"Croatia","2008","Male","42.4 [30.0-54.2]",""
"Croatia","2008","Both sexes","38.3 [30.0-46.4]",""
"Croatia","2008","Female","34.2 [23.3-45.1]",""
"Croatia","2008","Male","42.4 [30.0-54.2]",""
"Cuba","2008","Male","33.2 [19.2-48.0]",""
"Cuba","2008","Female","28.7 [16.2-42.0]",""
"Cuba","2008","Both sexes","31.0 [21.6-40.9]",""
"Cuba","2008","Male","33.2 [19.2-48.0]","1"
"Cuba","2008","Female","28.7 [16.2-42.0]","1"
"Cuba","2008","Both sexes","31.0 [21.6-40.9]","1"
"Cyprus","2008","Both sexes","23.4 [16.4-31.6]",""
"Cyprus","2008","Female","18.5 [10.1-29.2]",""
"Cyprus","2008","Male","28.9 [17.6-41.4]",""
"Cyprus","2008","Both sexes","23.4 [16.4-31.6]",""
"Cyprus","2008","Female","18.5 [10.1-29.2]",""
"Cyprus","2008","Male","28.9 [17.6-41.4]",""
"Czech Republic","2008","Male","39.3 [31.4-47.3]",""
"Czech Republic","2008","Female","27.7 [21.1-34.3]",""
"Czech Republic","2008","Both sexes","33.5 [28.3-38.6]",""
"Czech Republic","2008","Male","39.3 [31.4-47.3]",""
"Czech Republic","2008","Female","27.7 [21.1-34.3]",""
"Czech Republic","2008","Both sexes","33.5 [28.3-38.6]",""
"Democratic People's Republic of Korea","2008","Both sexes","25.3 [16.2-35.4]","1"
"Democratic People's Republic of Korea","2008","Female","23.7 [11.9-37.5]","1"
"Democratic People's Republic of Korea","2008","Male","26.7 [13.8-41.9]","1"
"Democratic People's Republic of Korea","2008","Both sexes","25.3 [16.2-35.4]",""
"Democratic People's Republic of Korea","2008","Female","23.7 [11.9-37.5]",""
"Democratic People's Republic of Korea","2008","Male","26.7 [13.8-41.9]",""
"Democratic Republic of the Congo","2008","Male","38.5 [26.2-50.8]",""
"Democratic Republic of the Congo","2008","Female","33.3 [21.5-45.2]",""
"Democratic Republic of the Congo","2008","Both sexes","35.8 [27.4-44.5]",""
"Democratic Republic of the Congo","2008","Male","38.5 [26.2-50.8]",""
"Democratic Republic of the Congo","2008","Female","33.3 [21.5-45.2]",""
"Democratic Republic of the Congo","2008","Both sexes","35.8 [27.4-44.5]",""
"Denmark","2008","Both sexes","21.0 [15.6-27.2]",""
"Denmark","2008","Female","15.6 [9.3-23.9]",""
"Denmark","2008","Male","26.5 [18.0-36.3]",""
"Denmark","2008","Both sexes","21.0 [15.6-27.2]",""
"Denmark","2008","Female","15.6 [9.3-23.9]",""
"Denmark","2008","Male","26.5 [18.0-36.3]",""
"Djibouti","2008","Male","38.8 [24.1-54.0]",""
"Djibouti","2008","Female","32.5 [19.0-45.7]",""
"Djibouti","2008","Both sexes","35.6 [25.4-45.3]",""
"Djibouti","2008","Male","38.8 [24.1-54.0]","1"
"Djibouti","2008","Female","32.5 [19.0-45.7]","1"
"Djibouti","2008","Both sexes","35.6 [25.4-45.3]","1"
"Dominica","2008","Both sexes","38.5 [32.4-44.7]",""
"Dominica","2008","Female","35.3 [27.1-43.2]",""
"Dominica","2008","Male","41.9 [32.5-51.5]",""
"Dominica","2008","Both sexes","38.5 [32.4-44.7]",""
"Dominica","2008","Female","35.3 [27.1-43.2]",""
"Dominica","2008","Male","41.9 [32.5-51.5]",""
"Dominican Republic","2008","Male","35.6 [23.6-48.3]",""
"Dominican Republic","2008","Female","29.5 [19.0-40.3]",""
"Dominican Republic","2008","Both sexes","32.5 [24.7-40.7]",""
"Dominican Republic","2008","Male","35.6 [23.6-48.3]",""
"Dominican Republic","2008","Female","29.5 [19.0-40.3]",""
"Dominican Republic","2008","Both sexes","32.5 [24.7-40.7]",""
"Ecuador","2008","Both sexes","28.1 [18.5-38.5]","1"
"Ecuador","2008","Female","23.9 [12.2-37.5]","1"
"Ecuador","2008","Male","32.3 [18.1-47.9]","1"
"Ecuador","2008","Both sexes","28.1 [18.5-38.5]",""
"Ecuador","2008","Female","23.9 [12.2-37.5]",""
"Ecuador","2008","Male","32.3 [18.1-47.9]",""
"Egypt","2008","Male","27.1 [19.1-35.8]",""
"Egypt","2008","Female","27.0 [19.9-34.6]",""
"Egypt","2008","Both sexes","27.1 [21.8-32.8]",""
"Egypt","2008","Male","27.1 [19.1-35.8]",""
"Egypt","2008","Female","27.0 [19.9-34.6]",""
"Egypt","2008","Both sexes","27.1 [21.8-32.8]",""
"El Salvador","2008","Both sexes","24.1 [17.0-31.8]",""
"El Salvador","2008","Female","20.7 [12.0-30.7]",""
"El Salvador","2008","Male","27.8 [16.7-40.1]",""
"El Salvador","2008","Both sexes","24.1 [17.0-31.8]",""
"El Salvador","2008","Female","20.7 [12.0-30.7]",""
"El Salvador","2008","Male","27.8 [16.7-40.1]",""
"Equatorial Guinea","2008","Male","43.5 [27.4-60.2]",""
"Equatorial Guinea","2008","Female","35.8 [21.2-51.1]",""
"Equatorial Guinea","2008","Both sexes","39.6 [28.6-50.8]",""
"Equatorial Guinea","2008","Male","43.5 [27.4-60.2]","1"
"Equatorial Guinea","2008","Female","35.8 [21.2-51.1]","1"
"Equatorial Guinea","2008","Both sexes","39.6 [28.6-50.8]","1"
"Eritrea","2008","Both sexes","30.2 [22.7-37.8]",""
"Eritrea","2008","Female","28.1 [18.6-38.0]",""
"Eritrea","2008","Male","32.2 [21.4-43.9]",""
"Eritrea","2008","Both sexes","30.2 [22.7-37.8]",""
"Eritrea","2008","Female","28.1 [18.6-38.0]",""
"Eritrea","2008","Male","32.2 [21.4-43.9]",""
"Estonia","2008","Male","47.3 [35.5-59.3]",""
"Estonia","2008","Female","33.2 [22.3-44.0]",""
"Estonia","2008","Both sexes","39.7 [31.2-47.9]",""
"Estonia","2008","Male","47.3 [35.5-59.3]",""
"Estonia","2008","Female","33.2 [22.3-44.0]",""
"Estonia","2008","Both sexes","39.7 [31.2-47.9]",""
"Ethiopia","2008","Both sexes","30.6 [24.0-37.6]",""
"Ethiopia","2008","Female","28.3 [19.6-37.8]",""
"Ethiopia","2008","Male","33.0 [23.6-42.7]",""
"Ethiopia","2008","Both sexes","30.6 [24.0-37.6]",""
"Ethiopia","2008","Female","28.3 [19.6-37.8]",""
"Ethiopia","2008","Male","33.0 [23.6-42.7]",""
"Fiji","2008","Male","32.5 [20.8-45.2]",""
"Fiji","2008","Female","29.7 [19.8-40.3]",""
"Fiji","2008","Both sexes","31.3 [23.3-39.4]",""
"Fiji","2008","Male","32.5 [20.8-45.2]",""
"Fiji","2008","Female","29.7 [19.8-40.3]",""
"Fiji","2008","Both sexes","31.3 [23.3-39.4]",""
"Finland","2008","Both sexes","28.8 [23.2-34.6]",""
"Finland","2008","Female","22.7 [16.1-29.8]",""
"Finland","2008","Male","34.9 [25.9-44.3]",""
"Finland","2008","Both sexes","28.8 [23.2-34.6]",""
"Finland","2008","Female","22.7 [16.1-29.8]",""
"Finland","2008","Male","34.9 [25.9-44.3]",""
"France","2008","Male","29.1 [22.0-36.4]",""
"France","2008","Female","16.2 [11.4-21.3]",""
"France","2008","Both sexes","22.5 [18.1-26.9]",""
"France","2008","Male","29.1 [22.0-36.4]",""
"France","2008","Female","16.2 [11.4-21.3]",""
"France","2008","Both sexes","22.5 [18.1-26.9]",""
"Gabon","2008","Both sexes","36.5 [29.5-43.9]",""
"Gabon","2008","Female","33.0 [23.5-43.0]",""
"Gabon","2008","Male","40.0 [29.6-50.6]",""
"Gabon","2008","Both sexes","36.5 [29.5-43.9]",""
"Gabon","2008","Female","33.0 [23.5-43.0]",""
"Gabon","2008","Male","40.0 [29.6-50.6]",""
"Gambia","2008","Male","39.7 [27.8-51.8]",""
"Gambia","2008","Female","34.2 [23.8-44.5]",""
"Gambia","2008","Both sexes","37.0 [29.1-44.8]",""
"Gambia","2008","Male","39.7 [27.8-51.8]",""
"Gambia","2008","Female","34.2 [23.8-44.5]",""
"Gambia","2008","Both sexes","37.0 [29.1-44.8]",""
"Georgia","2008","Both sexes","38.2 [29.0-47.3]",""
"Georgia","2008","Female","34.3 [22.4-46.7]",""
"Georgia","2008","Male","42.6 [29.0-56.4]",""
"Georgia","2008","Both sexes","38.2 [29.0-47.3]",""
"Georgia","2008","Female","34.3 [22.4-46.7]",""
"Georgia","2008","Male","42.6 [29.0-56.4]",""
"Germany","2008","Male","31.1 [23.1-40.0]",""
"Germany","2008","Female","20.7 [14.1-27.4]",""
"Germany","2008","Both sexes","26.0 [20.9-31.5]",""
"Germany","2008","Male","31.1 [23.1-40.0]",""
"Germany","2008","Female","20.7 [14.1-27.4]",""
"Germany","2008","Both sexes","26.0 [20.9-31.5]",""
"Ghana","2008","Both sexes","32.2 [27.5-37.0]",""
"Ghana","2008","Female","31.6 [25.4-37.8]",""
"Ghana","2008","Male","32.7 [26.0-39.9]",""
"Ghana","2008","Both sexes","32.2 [27.5-37.0]",""
"Ghana","2008","Female","31.6 [25.4-37.8]",""
"Ghana","2008","Male","32.7 [26.0-39.9]",""
"Greece","2008","Male","25.1 [16.3-35.4]",""
"Greece","2008","Female","19.8 [12.6-28.3]",""
"Greece","2008","Both sexes","22.5 [16.5-29.0]",""
"Greece","2008","Male","25.1 [16.3-35.4]",""
"Greece","2008","Female","19.8 [12.6-28.3]",""
"Greece","2008","Both sexes","22.5 [16.5-29.0]",""
"Grenada","2008","Both sexes","31.9 [22.7-41.6]","1"
"Grenada","2008","Female","28.1 [16.1-41.2]","1"
"Grenada","2008","Male","35.9 [22.0-50.2]","1"
"Grenada","2008","Both sexes","31.9 [22.7-41.6]",""
"Grenada","2008","Female","28.1 [16.1-41.2]",""
"Grenada","2008","Male","35.9 [22.0-50.2]",""
"Guatemala","2008","Male","28.5 [18.4-39.9]",""
"Guatemala","2008","Female","22.2 [14.0-31.1]",""
"Guatemala","2008","Both sexes","25.1 [18.3-32.1]",""
"Guatemala","2008","Male","28.5 [18.4-39.9]",""
"Guatemala","2008","Female","22.2 [14.0-31.1]",""
"Guatemala","2008","Both sexes","25.1 [18.3-32.1]",""
"Guinea","2008","Both sexes","37.7 [28.5-47.0]","1"
"Guinea","2008","Female","36.8 [24.3-49.6]","1"
"Guinea","2008","Male","38.4 [24.8-52.3]","1"
"Guinea","2008","Both sexes","37.7 [28.5-47.0]",""
"Guinea","2008","Female","36.8 [24.3-49.6]",""
"Guinea","2008","Male","38.4 [24.8-52.3]",""
"Guinea-Bissau","2008","Male","37.6 [23.9-51.5]",""
"Guinea-Bissau","2008","Female","35.3 [22.6-48.3]",""
"Guinea-Bissau","2008","Both sexes","36.5 [27.2-45.8]",""
"Guinea-Bissau","2008","Male","37.6 [23.9-51.5]","1"
"Guinea-Bissau","2008","Female","35.3 [22.6-48.3]","1"
"Guinea-Bissau","2008","Both sexes","36.5 [27.2-45.8]","1"
"Guyana","2008","Both sexes","30.2 [20.9-40.4]","1"
"Guyana","2008","Female","28.0 [15.4-41.8]","1"
"Guyana","2008","Male","32.1 [18.6-46.9]","1"
"Guyana","2008","Both sexes","30.2 [20.9-40.4]",""
"Guyana","2008","Female","28.0 [15.4-41.8]",""
"Guyana","2008","Male","32.1 [18.6-46.9]",""
"Haiti","2008","Male","33.6 [20.1-48.5]",""
"Haiti","2008","Female","28.1 [15.6-42.1]",""
"Haiti","2008","Both sexes","30.8 [21.3-40.8]",""
"Haiti","2008","Male","33.6 [20.1-48.5]","1"
"Haiti","2008","Female","28.1 [15.6-42.1]","1"
"Haiti","2008","Both sexes","30.8 [21.3-40.8]","1"
"Honduras","2008","Both sexes","27.9 [20.3-36.2]",""
"Honduras","2008","Female","25.1 [15.5-35.7]",""
"Honduras","2008","Male","30.8 [19.3-43.9]",""
"Honduras","2008","Both sexes","27.9 [20.3-36.2]",""
"Honduras","2008","Female","25.1 [15.5-35.7]",""
"Honduras","2008","Male","30.8 [19.3-43.9]",""
"Hungary","2008","Male","42.7 [31.7-53.2]",""
"Hungary","2008","Female","31.3 [21.1-42.2]",""
"Hungary","2008","Both sexes","36.8 [29.2-44.0]",""
"Hungary","2008","Male","42.7 [31.7-53.2]",""
"Hungary","2008","Female","31.3 [21.1-42.2]",""
"Hungary","2008","Both sexes","36.8 [29.2-44.0]",""
"Iceland","2008","Both sexes","20.1 [14.7-26.0]",""
"Iceland","2008","Female","14.2 [8.5-21.6]",""
"Iceland","2008","Male","25.8 [17.2-35.3]",""
"Iceland","2008","Both sexes","20.1 [14.7-26.0]",""
"Iceland","2008","Female","14.2 [8.5-21.6]",""
"Iceland","2008","Male","25.8 [17.2-35.3]",""
